"analysis_id","predictor_label","mu_b1_mean","mu_b1_median","mu_b1_lo","mu_b1_hi","rr_median","rr_lo","rr_hi","p_negative"
"nckp_vdl_pcv7","NCKP immunogenicity (US, Whitney/Kaiser)",-0.547543707714954,-0.533846259283613,-0.87546143137723,-0.310243754912548,0.586345390598485,0.416669710834733,0.733268196713256,0.99925
"navajo_vdl_pcv7","Navajo / American Indian immunogenicity",-0.592817341726423,-0.578286113250003,-0.956031820926986,-0.333529006084535,0.560858791752108,0.38441529210481,0.716391118637245,0.999166666666667
"south_africa_vdl_pcv7","South Africa immunogenicity",-0.644764771688106,-0.622131523025478,-1.08004266917164,-0.356042837229053,0.536799017817502,0.339581035694308,0.700442614571859,0.999166666666667
