"contrast","serotype","diff_mean","diff_median","diff_lo","diff_hi","p_gt_0","p_lt_0"
"wisspar_kr_vdl_pcv13 - wisspar_kr","1",-0.097247116684194,-0.0857975812388328,-0.456389830151593,0.190031302335884,0.287916666666667,0.712083333333333
"wisspar_kr_vdl_pcv13 - wisspar_kr","3",-0.246344388880932,-0.245578957632359,-0.585465830459551,0.0773758060571166,0.0700833333333333,0.929916666666667
"wisspar_kr_vdl_pcv13 - wisspar_kr","6A",-0.559664177817431,-0.435651318254074,-2.46049844196646,0.637215001970099,0.235416666666667,0.764583333333333
"wisspar_kr_vdl_pcv13 - wisspar_kr","7F",-0.293930871356788,-0.261078080498117,-0.84323626114885,0.0891835901216771,0.081,0.919
"wisspar_kr_vdl_pcv13 - wisspar_kr","19A",0.489211133932833,0.50564320201043,-0.612778932230303,1.53104775359432,0.817166666666667,0.182833333333333
