"contrast","diff_mean","diff_median","diff_lo","diff_hi","p_gt_0","p_lt_0"
"wisspar_kr_vdl_pcv13 - wisspar_kr",-0.146853722373142,-0.12291050190899,-1.38420115760337,0.993458159497028,0.4005,0.5995
