"contrast","diff_mean","diff_median","diff_lo","diff_hi","p_gt_0","p_lt_0"
"wisspar_de_vdl_pcv13 - wisspar_de",-0.162977230643101,-0.136660842744271,-1.17281268673534,0.716284333215303,0.351833333333333,0.648166666666667
