"contrast","diff_mean","diff_median","diff_lo","diff_hi","p_gt_0","p_lt_0"
"wisspar_tw_vdl_pcv13 - wisspar_de_vdl_pcv13",-0.384140007161349,-0.343145653935821,-1.85613935677297,0.913690166540105,0.276333333333333,0.723666666666667
"wisspar_kr_vdl_pcv13 - wisspar_de_vdl_pcv13",-0.074529569371552,-0.05870242010031,-1.26398222520091,1.033565917531,0.445916666666667,0.554083333333333
