"analysis_id","parameterization","mu_b1_mean","mu_b1_median","mu_b1_lo","mu_b1_hi","rr_median","rr_lo","rr_hi","p_negative"
"nckp","centered",-0.653403883660408,-0.645056957544137,-0.946696977653708,-0.399665006059194,0.524632659467723,0.388020549685769,0.670544636805635,0.999416666666667
"nckp","ratio",-0.649824877885371,-0.643455910164857,-0.921331194008851,-0.41965247085207,0.52547329398052,0.397988887871289,0.657275202419004,1
"nckp","RE",-0.607045080271132,-0.60304193900847,-0.80817343703715,-0.423805289815785,0.547144721182022,0.445671370039622,0.654551317309542,0.999833333333333
