"contrast","diff_mean","diff_median","diff_lo","diff_hi","p_gt_0","p_lt_0"
"ratio - centered",0.00357900577503731,0.00353229993080934,-0.360619569871404,0.369046530669653,0.509,0.491
"RE - centered",0.0463588033892768,0.0434539448909972,-0.279345327351447,0.386400286762197,0.616083333333333,0.383916666666667
