"contrast","serotype","diff_mean","diff_median","diff_lo","diff_hi","p_gt_0","p_lt_0"
"south_africa_vdl_pcv7 - south_africa_andrews","4",0.05277605894294,0.115082035429597,-0.924481926875968,0.63688004532828,0.648583333333333,0.351416666666667
"south_africa_vdl_pcv7 - south_africa_andrews","6B",-0.11567587329162,-0.0955263128318073,-0.598110004141656,0.242105732319952,0.300333333333333,0.699666666666667
"south_africa_vdl_pcv7 - south_africa_andrews","9V",0.0438728233147767,0.112697307775737,-0.926915461333283,0.605402780237005,0.63875,0.36125
"south_africa_vdl_pcv7 - south_africa_andrews","14",0.392257050802748,0.410738669398174,-0.127915746383101,0.797493479272877,0.944333333333333,0.0556666666666667
"south_africa_vdl_pcv7 - south_africa_andrews","18C",0.340184831308734,0.333779034795411,-0.0476712456974731,0.760816949207251,0.952666666666667,0.0473333333333333
"south_africa_vdl_pcv7 - south_africa_andrews","19F",0.283908869989091,0.280761323535112,-0.101133423871145,0.684493028251451,0.928083333333333,0.0719166666666667
"south_africa_vdl_pcv7 - south_africa_andrews","23F",0.269938001130414,0.267949396469589,-0.14803179351675,0.688825553232092,0.908083333333333,0.0919166666666667
