"contrast","diff_mean","diff_median","diff_lo","diff_hi","p_gt_0","p_lt_0"
"south_africa_vdl_pcv7 - south_africa_andrews",0.180734101696238,0.198616796115359,-0.30229403923733,0.565234621981185,0.830333333333333,0.169666666666667
