"contrast","diff_mean","diff_median","diff_lo","diff_hi","p_gt_0","p_lt_0"
"wisspar_tw_vdl_pcv13 - wisspar_tw",-0.100418650338581,-0.0718101720245257,-1.86864176936737,1.58147232477489,0.462083333333333,0.537916666666667
