"analysis_id","predictor_label","mu_b1_mean","mu_b1_median","mu_b1_lo","mu_b1_hi","rr_median","rr_lo","rr_hi","p_negative"
"navajo","Navajo / American Indian immunogenicity",-0.714349710922056,-0.70352085869102,-1.07138837662085,-0.411397520805556,0.494839971445994,0.342532622849261,0.662723432878186,0.9985
"navajo_andrews","Navajo / American Indian immunogenicity",-0.776036209001178,-0.771134690467086,-0.954107927135949,-0.624521906900895,0.462487989753634,0.385155578186029,0.53551739449709,1
"navajo_vdl_pcv7","Navajo / American Indian immunogenicity",-0.592817341726423,-0.578286113250003,-0.956031820926986,-0.333529006084535,0.560858791752108,0.38441529210481,0.716391118637245,0.999166666666667
