"contrast","diff_mean","diff_median","diff_lo","diff_hi","p_gt_0","p_lt_0"
"navajo_andrews - navajo",-0.0616864980791221,-0.0690719403386578,-0.409158626186461,0.32924987282219,0.339083333333333,0.660916666666667
"navajo_vdl_pcv7 - navajo",0.121532369195633,0.127856294510667,-0.345593014829796,0.560115268074059,0.733583333333333,0.266416666666667
