"contrast","diff_mean","diff_median","diff_lo","diff_hi","p_gt_0","p_lt_0"
"nckp_vdl_pcv7 - nckp_andrews",0.178252426464432,0.189004776078825,-0.182748758463094,0.477052578707231,0.885583333333333,0.114416666666667
