"analysis_id","predictor_label","mu_b1_mean","mu_b1_median","mu_b1_lo","mu_b1_hi","rr_median","rr_lo","rr_hi","p_negative"
"south_africa","South Africa immunogenicity",-0.7392721719751,-0.730885809148211,-1.10425234753293,-0.424261471293935,0.481482299709198,0.33145860546911,0.654252791218301,0.99925
"south_africa_andrews","South Africa immunogenicity",-0.825498873384344,-0.822445067877257,-1.0635176776845,-0.60090947495312,0.43935608467191,0.345239231478036,0.54831273256154,0.999916666666667
"south_africa_vdl_pcv7","South Africa immunogenicity",-0.644764771688106,-0.622131523025478,-1.08004266917164,-0.356042837229053,0.536799017817502,0.339581035694308,0.700442614571859,0.999166666666667
