"contrast","diff_mean","diff_median","diff_lo","diff_hi","p_gt_0","p_lt_0"
"south_africa_andrews - south_africa",-0.0862267014092446,-0.0907546926525777,-0.480149566472697,0.340868811304786,0.309166666666667,0.690833333333333
"south_africa_vdl_pcv7 - south_africa",0.0945074002869935,0.106030110163014,-0.443698829121736,0.560394543008998,0.683666666666667,0.316333333333333
