"analysis_id","predictor_label","mu_b1_mean","mu_b1_median","mu_b1_lo","mu_b1_hi","rr_median","rr_lo","rr_hi","p_negative"
"nckp","NCKP immunogenicity (US, Whitney/Kaiser)",-0.653403883660408,-0.645056957544137,-0.946696977653708,-0.399665006059194,0.524632659467723,0.388020549685769,0.670544636805635,0.999416666666667
"navajo","Navajo / American Indian immunogenicity",-0.714349710922056,-0.70352085869102,-1.07138837662085,-0.411397520805556,0.494839971445994,0.342532622849261,0.662723432878186,0.9985
"south_africa","South Africa immunogenicity",-0.7392721719751,-0.730885809148211,-1.10425234753293,-0.424261471293935,0.481482299709198,0.33145860546911,0.654252791218301,0.99925
