"analysis_id","predictor_label","serotype","b1_mean","b1_median","b1_lo","b1_hi","rr_median","rr_lo","rr_hi","p_negative"
"wisspar_tw_vdl_pcv13","WISSPAR NCT00688870 PCV13/PCV7 GMC (Taiwan)","3",-0.498371564372238,-0.498044506938177,-0.849185599717688,-0.15452088532474,0.607717886638167,0.427763160569467,0.856825596874387,0.99675
"wisspar_kr_vdl_pcv13","WISSPAR NCT00689351 PCV13/PCV7 GMC (South Korea)","3",-0.432732352650021,-0.4312425342078,-0.741716328111154,-0.13454578442572,0.649701316870372,0.476295733830569,0.874112857205213,0.99725
"wisspar_de","WISSPAR NCT00366340 PCV13/PCV7 GMC (Germany)","6A",-1.26327632594055,-1.25099429923956,-1.92975527643715,-0.664271012442035,0.286220066935374,0.145183724014688,0.514648563391286,1
"wisspar_tw","WISSPAR NCT00688870 PCV13/PCV7 GMC (Taiwan)","6A",-1.50924331130948,-1.49723881604601,-2.23900704967141,-0.866324266173065,0.223747114937134,0.106564264884933,0.420494337331176,1
"wisspar_kr","WISSPAR NCT00689351 PCV13/PCV7 GMC (South Korea)","6A",-1.17917117309704,-1.16890088270948,-1.73905413643264,-0.673518572475808,0.3107082584765,0.175686497509386,0.509911257923495,1
"wisspar_de_vdl_pcv13","WISSPAR NCT00366340 PCV13/PCV7 GMC (Germany)","6A",-1.55455289019193,-1.4157735775371,-3.37607961429252,-0.609364432151081,0.242737764318294,0.0341811958766543,0.543696315183157,1
"wisspar_tw_vdl_pcv13","WISSPAR NCT00688870 PCV13/PCV7 GMC (Taiwan)","6A",-2.31398049804783,-2.13098558134597,-4.73389397639546,-0.931008326820525,0.118720227730952,0.00879216780118858,0.394156071791809,1
"wisspar_kr_vdl_pcv13","WISSPAR NCT00689351 PCV13/PCV7 GMC (South Korea)","6A",-1.73883535091448,-1.59935249479353,-3.58652736517792,-0.701035739284662,0.202027289374232,0.0276943359460902,0.496071237149551,1
"wisspar_de","WISSPAR NCT00366340 PCV13/PCV7 GMC (Germany)","7F",-0.637289544390519,-0.63583163949341,-0.764672526530035,-0.516235272283351,0.529494956243849,0.465486340445049,0.596762974369139,1
"wisspar_tw","WISSPAR NCT00688870 PCV13/PCV7 GMC (Taiwan)","7F",-0.589176093982031,-0.587562054045869,-0.717158121946595,-0.472388010882153,0.555680353379531,0.488137513948458,0.623511536714695,1
"wisspar_kr","WISSPAR NCT00689351 PCV13/PCV7 GMC (South Korea)","7F",-0.516577174438327,-0.515602500519253,-0.625443894549957,-0.414848454486326,0.597140708626361,0.535023881614857,0.660440359895107,1
"wisspar_de_vdl_pcv13","WISSPAR NCT00366340 PCV13/PCV7 GMC (Germany)","7F",-0.925056310454555,-0.88540599062136,-1.5310467392711,-0.532135205836141,0.412546649204299,0.216309129513124,0.587349517713076,1
"wisspar_tw_vdl_pcv13","WISSPAR NCT00688870 PCV13/PCV7 GMC (Taiwan)","7F",-0.937608581568312,-0.898125165291849,-1.61807392856053,-0.500345737073733,0.407332625643955,0.198280233429082,0.606320995823593,1
"wisspar_kr_vdl_pcv13","WISSPAR NCT00689351 PCV13/PCV7 GMC (South Korea)","7F",-0.810508045795115,-0.776577884328247,-1.34463538366556,-0.44770632078503,0.459977416932905,0.260634722214072,0.63909234461262,1
"wisspar_de","WISSPAR NCT00366340 PCV13/PCV7 GMC (Germany)","19A",-0.969481220408566,-0.968450688507339,-1.20578670894153,-0.740992624324654,0.379670811015096,0.299456321854539,0.476640555616002,1
"wisspar_tw","WISSPAR NCT00688870 PCV13/PCV7 GMC (Taiwan)","19A",-3.08283564626227,-2.99796768427646,-4.64228436095357,-2.01486067223777,0.0498883542973686,0.00963566113940531,0.133338979893492,1
"wisspar_kr","WISSPAR NCT00689351 PCV13/PCV7 GMC (South Korea)","19A",-1.81116008980297,-1.78626195583758,-2.47058765777536,-1.28209592473069,0.167585442074481,0.0845351666539723,0.277455165467782,1
"wisspar_de_vdl_pcv13","WISSPAR NCT00366340 PCV13/PCV7 GMC (Germany)","19A",-0.794523075216587,-0.787666510549234,-1.22074144141357,-0.395180734857657,0.454905073917821,0.295011352180902,0.673558292785114,0.999666666666667
"wisspar_tw_vdl_pcv13","WISSPAR NCT00688870 PCV13/PCV7 GMC (Taiwan)","19A",-2.10384732258232,-2.01665990493775,-3.99216071678481,-0.690035551299296,0.133099287736332,0.0184597846306998,0.50155823770207,0.99975
"wisspar_kr_vdl_pcv13","WISSPAR NCT00689351 PCV13/PCV7 GMC (South Korea)","19A",-1.32194895587014,-1.28663542500081,-2.31080707356612,-0.536869998812609,0.276198512116302,0.0991811727464652,0.58457511264181,0.99975
