"analysis_id","predictor_label","serotype","b1_mean","b1_median","b1_lo","b1_hi","rr_median","rr_lo","rr_hi","p_negative"
"navajo_andrews","Navajo / American Indian immunogenicity","4",-0.777572177380057,-0.768677375203759,-1.02626120469894,-0.566790854849765,0.463625866037762,0.358344234855411,0.567343207099757,1
"navajo_vdl_pcv7","Navajo / American Indian immunogenicity","4",-0.673195563458597,-0.611374839345394,-1.4599142926558,-0.270471036321273,0.542604362202438,0.232256179937091,0.763019999542305,0.99875
"navajo_andrews","Navajo / American Indian immunogenicity","6B",-0.633750565422477,-0.636670385523849,-0.801257857977616,-0.447786653830827,0.529051030647603,0.448764127411785,0.639041006440136,1
"navajo_vdl_pcv7","Navajo / American Indian immunogenicity","6B",-0.660324191554403,-0.631950790626452,-1.08695178305335,-0.378525713213997,0.531553838666541,0.337242918107959,0.684870360610524,1
"navajo_andrews","Navajo / American Indian immunogenicity","9V",-0.83403456096962,-0.815318408182834,-1.12684170202411,-0.617715341557085,0.442498409813316,0.32405510450312,0.539174861910295,1
"navajo_vdl_pcv7","Navajo / American Indian immunogenicity","9V",-0.729661669215299,-0.648778926967693,-1.56911908244881,-0.329500038830513,0.522683622129284,0.208228533756475,0.71928325724895,0.999666666666667
"navajo_andrews","Navajo / American Indian immunogenicity","14",-0.778728367894357,-0.77426736137106,-0.921942883468321,-0.65837295117371,0.461041434059159,0.397745516704969,0.517692961347175,1
"navajo_vdl_pcv7","Navajo / American Indian immunogenicity","14",-0.568032256670791,-0.557283129464787,-0.859182985771083,-0.337077298416423,0.572763074991479,0.423507953031548,0.713853658012689,1
"navajo_andrews","Navajo / American Indian immunogenicity","18C",-0.758535039242328,-0.756869878911223,-0.954261329412643,-0.570650292239629,0.469132572965728,0.385096498975012,0.565157801444221,1
"navajo_vdl_pcv7","Navajo / American Indian immunogenicity","18C",-0.4336413912203,-0.44748459456279,-0.73021706806008,-0.0803141280367133,0.639234063854709,0.481804394393192,0.922826415201229,0.991916666666667
"navajo_andrews","Navajo / American Indian immunogenicity","19F",-0.862515416362281,-0.846105992355202,-1.14315523567357,-0.665141648917376,0.429082533680988,0.318811507737622,0.514200686577252,1
"navajo_vdl_pcv7","Navajo / American Indian immunogenicity","19F",-0.562114866476696,-0.554764478123728,-0.944660900778769,-0.22613625038318,0.574207483695812,0.388811394190879,0.797609419672802,0.998833333333333
"navajo_andrews","Navajo / American Indian immunogenicity","23F",-0.786167318441509,-0.781560722388941,-0.989868207705196,-0.608335873218342,0.457691124794958,0.371625665193989,0.544255826580732,1
"navajo_vdl_pcv7","Navajo / American Indian immunogenicity","23F",-0.528394018802333,-0.528301965758697,-0.861072786232532,-0.20115250767262,0.589605290120298,0.422708363276993,0.817787703143777,0.999083333333333
