"contrast","diff_mean","diff_median","diff_lo","diff_hi","p_gt_0","p_lt_0"
"navajo_vdl_pcv7 - navajo_andrews",0.183218867274755,0.193687147178507,-0.198031779395257,0.49626255689456,0.873666666666667,0.126333333333333
