"contrast","diff_mean","diff_median","diff_lo","diff_hi","p_gt_0","p_lt_0"
"nckp_andrews - nckp",-0.0723922505189779,-0.0778714968202562,-0.37954261096779,0.265201656286146,0.297416666666667,0.702583333333333
"nckp_vdl_pcv7 - nckp",0.105860175945455,0.111510441897425,-0.314161259780811,0.482792706191696,0.740166666666667,0.259833333333333
